ID,Label
D6 - 3907,Human
D6 - 3908,AI
D6 - 3909,Human
D6 - 3910,AI
D6 - 3911,Human
D6 - 3912,AI
D6 - 3913,Human
D6 - 3914,AI
D6 - 3915,Human
D6 - 3916,AI
D6 - 3917,Human
D6 - 3918,AI
D6 - 3919,Human
D6 - 3920,AI
D6 - 3921,Human
D6 - 3922,AI
D6 - 3923,Human
D6 - 3924,AI
D6 - 3925,Human
D6 - 3926,AI
D6 - 3927,Human
D6 - 3928,AI
D6 - 3929,Human
D6 - 3930,AI
D6 - 3931,Human
D6 - 3932,AI
D6 - 3933,Human
D6 - 3934,AI
D6 - 3935,Human
D6 - 3936,AI
D6 - 3937,Human
D6 - 3938,AI
D6 - 3939,Human
D6 - 3940,AI
D6 - 3941,Human
D6 - 3942,Human
D6 - 3943,AI
D6 - 3944,Human
D6 - 3945,Human
D6 - 3946,AI
D6 - 3947,Human
D6 - 3948,AI
D6 - 3949,Human
D6 - 3950,AI
D6 - 3951,Human
D6 - 3952,AI
D6 - 3953,Human
D6 - 3954,AI
D6 - 3955,Human
D6 - 3956,AI
D6 - 3957,Human
D6 - 3958,AI
D6 - 3959,Human
D6 - 3960,AI
D6 - 3961,Human
D6 - 3962,AI
D6 - 3963,Human
D6 - 3964,AI
D6 - 3965,Human
D6 - 3966,AI
D6 - 3967,Human
D6 - 3968,AI
D6 - 3969,Human
D6 - 3970,AI
D6 - 3971,Human
D6 - 3972,AI
D6 - 3973,Human
D6 - 3974,AI
D6 - 3975,Human
D6 - 3976,AI
D6 - 3977,Human
D6 - 3978,AI
D6 - 3979,Human
D6 - 3980,AI
D6 - 3981,Human
D6 - 3982,AI
D6 - 3983,Human
D6 - 3984,AI
D6 - 3985,Human
D6 - 3986,AI
D6 - 3987,Human
D6 - 3988,AI
D6 - 3989,Human
D6 - 3990,AI
D6 - 3991,Human
D6 - 3992,AI
D6 - 3993,Human
D6 - 3994,AI
D6 - 3995,Human
D6 - 3996,Human
D6 - 3997,AI
D6 - 3998,Human
D6 - 3999,AI
D6 - 4000,Human
D6 - 4001,AI
D6 - 4002,Human
D6 - 4003,AI
D6 - 4004,Human
D6 - 4005,AI
D6 - 4006,Human
D6 - 4007,AI
D6 - 4008,Human
D6 - 4009,AI
D6 - 4010,Human
D6 - 4011,AI
D6 - 4012,Human
D6 - 4013,AI
D6 - 4014,Human
D6 - 4015,AI
D6 - 4016,Human
D6 - 4017,AI
D6 - 4018,Human
D6 - 4019,AI
D6 - 4020,Human
D6 - 4021,AI
D6 - 4022,Human
D6 - 4023,AI
D6 - 4024,Human
D6 - 4025,AI
D6 - 4026,Human
D6 - 4027,AI
D6 - 4028,Human
D6 - 4029,AI
D6 - 4030,Human
D6 - 4031,AI
D6 - 4032,Human
D6 - 4033,AI
D6 - 4034,Human
D6 - 4035,AI
D6 - 4036,Human
D6 - 4037,AI
D6 - 4038,Human
D6 - 4039,AI
D6 - 4040,Human
D6 - 4041,AI
D6 - 4042,Human
D6 - 4043,AI
D6 - 4044,Human
D6 - 4045,AI
D6 - 4046,Human
D6 - 4047,AI
D6 - 4048,Human
D6 - 4049,AI
D6 - 4050,Human
D6 - 4051,AI
D6 - 4052,Human
D6 - 4053,AI
D6 - 4054,Human
D6 - 4055,AI
D6 - 4056,Human
D6 - 4057,AI
